abejoti 6 ab-ej-o-ti abejoti; vksm. bendr.
dominti 1 dom-in-ti dominti; vksm. bendr.
dominuoti 9 domin-uo-ti dominuoti; vksm. bendr.
dovanoti 1 dov-an-o-ti dovanoti; vksm. bendr.
draskyti 1 drask-y-ti draskyti; vksm. bendr.
draugauti 1 draug-au-ti draugauti; vksm. bendr.
drausminti 1 drau-sm-in-ti drausminti; vksm. bendr.
drausti 1 draus-ti drausti; vksm. bendr.
drebėti 2 dreb-ė-ti drebėti; vksm. bendr.
drėkinti 1 drėk-in-ti drėkinti; vksm. bendr.
drengti 1 dreng-ti drengti; vksm. bendr.
drožti 1 drož-ti drožti; vksm. bendr.
dulksnoti 1 dulk-sno-ti dulksnoti; vksm. bendr.
dunksoti 2 dunk-so-ti dunksoti; vksm. bendr.
duobti 1 duob-ti duobti; vksm. bendr.
duot 5 duo-t duoti; vksm. bendr.
duoti 40 duo-ti duoti; vksm. bendr.
durstyti 1 dur-sty-ti durstyti; vksm. bendr.
dvejintis 1 dv-ej-in-ti-s dvejintis; vksm. bendr. sngr.
džiaugtis 8 džiaug-ti-s džiaugtis; vksm. bendr. sngr.
džiauti 1 džiau-ti džiauti; vksm. bendr.
džiovinti 1 džiov-in-ti džiovinti; vksm. bendr.
džiūti 3 džiū-ti džiūti; vksm. bendr.
egzistuoti 4 egzist-uo-ti egzistuoti; vksm. bendr.
eikvoti 1 eikv-o-ti eikvoti; vksm. bendr.
eit 22 ei-t eiti; vksm. bendr.
eiti 59 ei-ti eiti; vksm. bendr.
eksploatuoti 8 eksploat-uo-ti eksploatuoti; vksm. bendr.
eksportuoti 1 eksport-uo-ti eksportuoti; vksm. bendr.
elgtis 36 elg-ti-s elgtis; vksm. bendr. sngr.
elgtis 1 elg-ti-s elgtis; vksm. bendr. sngr.
energizuoti 1 energ-iz-uo-ti energizuoti; vksm. bendr.
erzinti 2 erz-in-ti erzinti; vksm. bendr.
ėsti 1 ės-ti ėsti; vksm. bendr.
evakuoti 4 evak-uo-ti evakuoti; vksm. bendr.
evakuotis 2 evak-uo-ti-s evakuotis; vksm. bendr. sngr.
fantazuoti 1 fantaz-uo-ti fantazuoti; vksm. bendr.
fiksuoti 4 fiks-uo-ti fiksuoti; vksm. bendr.
filmuot 1 film-uo-t filmuoti; vksm. bendr.
finansuoti 8 finans-uo-ti finansuoti; vksm. bendr.
16
finišuoti 1 finiš-uo-ti finišuoti; vksm. bendr.
formuluoti 3 form-ul-uo-ti formuluoti; vksm. bendr.
formuoti 6 form-uo-ti formuoti; vksm. bendr.
formuotis 6 form-uo-ti-s formuotis; vksm. bendr. sngr.
forsuoti 1 fors-uo-ti forsuoti; vksm. bendr.
fotografuoti 1 foto-graf-uo-ti fotografuoti; vksm. bendr.
funkcionuoti 3 funkc-ion-uo-ti funkcionuoti; vksm. bendr.
gabenti 1 gab-en-ti gabenti; vksm. bendr.
gadinti 1 gad-in-ti gadinti; vksm. bendr.
gailėti 2 gail-ė-ti gailėti; vksm. bendr.
gailėtis 1 gail-ė-ti-s gailėtis; vksm. bendr. sngr.
gaivinti 3 gaiv-in-ti gaivinti; vksm. bendr.
galinėtis 1 gal-inė-ti-s galinėtis; vksm. bendr. sngr.
galioti 1 gal-io-ti galioti; vksm. bendr.
galvot 4 galv-o-t galvoti; vksm. bendr.
galvoti 19 galv-o-ti galvoti; vksm. bendr.
gaminti 21 gam-in-ti gaminti; vksm. bendr.
gamintis 1 gam-in-ti-s gamintis; vksm. bendr. sngr.
ganyti 4 gan-y-ti ganyti; vksm. bendr.
garantuoti 6 garant-uo-ti garantuoti; vksm. bendr.
garbinti 2 garb-in-ti garbinti; vksm. bendr.
garsinti 1 gar-s-in-ti garsinti; vksm. bendr.
gąsdinti 3 gąs-din-ti gąsdinti; vksm. bendr.
gaudyti 4 gau-dy-ti gaudyti; vksm. bendr.
gaudytis 1 gau-dy-ti-s gaudytis; vksm. bendr. sngr.
gaut 2 gau-t gauti; vksm. bendr.
gauti 84 gau-ti gauti; vksm. bendr.
gelbėt 1 gelb-ė-t gelbėti; vksm. bendr.
gelbėti 11 gelb-ė-ti gelbėti; vksm. bendr.
gelbėtis 1 gelb-ė-ti-s gelbėtis; vksm. bendr. sngr.
gelsti 1 gels-ti gelsti; vksm. bendr.
gelti 1 gel-ti gelti; vksm. bendr.
generuoti 1 gener-uo-ti generuoti; vksm. bendr.
gerbt 1 gerb-t gerbti; vksm. bendr.
gerbti 7 gerb-ti gerbti; vksm. bendr.
gerinti 11 ger-in-ti gerinti; vksm. bendr.
gerintis 1 ger-in-ti-s gerintis; vksm. bendr. sngr.
gert 6 ger-t gerti; vksm. bendr.
gerti 11 ger-ti gerti; vksm. bendr.
gesint 1 ges-in-t gesinti; vksm. bendr.
gesinti 1 ges-in-ti gesinti; vksm. bendr.
gesti 2 ges-ti gesti; vksm. bendr.
17
gilinti 1 gil-in-ti gilinti; vksm. bendr.
gilti 1 gil-ti gilti; vksm. bendr.
gimdyti 2 gim-dy-ti gimdyti; vksm. bendr.
gimt 1 gim-t gimti; vksm. bendr.
gimti 2 gim-ti gimti; vksm. bendr.
ginčytis 3 gin-č-y-ti-s ginčytis; vksm. bendr. sngr.
gint 3 gin-t ginti; vksm. bendr.
ginti 15 gin-ti ginti; vksm. bendr.
gintis 5 gin-ti-s gintis; vksm. bendr. sngr.
gintis 1 gin-ti-s gintis; vksm. bendr. sngr.
girdėt 3 gird-ė-t girdėti; vksm. bendr.
girdėti 25 gird-ė-ti girdėti; vksm. bendr.
girdyti 1 gir-dy-ti girdyti; vksm. bendr.
girtauti 1 gir-t-au-ti girtauti; vksm. bendr.
girti 4 gir-ti girti; vksm. bendr.
gydyti 27 gy-dy-ti gydyti; vksm. bendr.
gydytis 9 gy-dy-ti-s gydytis; vksm. bendr. sngr.
gyvent 2 gy-v-en-t gyventi; vksm. bendr.
gyventi 56 gy-v-en-ti gyventi; vksm. bendr.
gyvuoti 2 gy-v-uo-ti gyvuoti; vksm. bendr.
glamonėti 1 glam-on-ė-ti glamonėti; vksm. bendr.
globoti 3 glob-o-ti globoti; vksm. bendr.
glostyt 1 glost-y-t glostyti; vksm. bendr.
glostyti 1 glost-y-ti glostyti; vksm. bendr.
gožti 1 gož-ti gožti; vksm. bendr.
grabaliotis 1 grab-alio-ti-s grabaliotis; vksm. bendr. sngr.
grasinti 1 gras-in-ti grasinti; vksm. bendr.
graudintis 1 graud-in-ti-s graudintis; vksm. bendr. sngr.
graužti 1 grauž-ti graužti; vksm. bendr.
graužtis 1 grauž-ti-s graužtis; vksm. bendr. sngr.
grąžint 2 grąž-in-t grąžinti; vksm. bendr.
grąžinti 12 grąž-in-ti grąžinti; vksm. bendr.
gražintis 1 graž-in-ti-s gražintis; vksm. bendr. sngr.
greitėti 1 greit-ė-ti greitėti; vksm. bendr.
greitinti 1 greit-in-ti greitinti; vksm. bendr.
grėsti 1 grės-ti grėsti; vksm. bendr.
gręžti 1 gręž-ti gręžti; vksm. bendr.
griauti 1 griau-ti griauti; vksm. bendr.
griebti 1 grieb-ti griebti; vksm. bendr.
griebtis 3 grieb-ti-s griebtis; vksm. bendr. sngr.
griežt 1 griež-t griežti; vksm. bendr.
griežti 1 griež-ti griežti; vksm. bendr.
18
grįžt 2 grįž-t grįžti; vksm. bendr.
grįžti 24 grįž-ti grįžti; vksm. bendr.
grybauti 2 gryb-au-ti grybauti; vksm. bendr.
grybštelėti 1 gryb-štelė-ti grybštelėti; vksm. bendr.
grot 2 gro-t groti; vksm. bendr.
groti 6 gro-ti groti; vksm. bendr.
grūdinti 1 grūd-in-ti grūdinti; vksm. bendr.
grumtis 1 grum-ti-s grumtis; vksm. bendr. sngr.
grupuoti 1 grup-uo-ti grupuoti; vksm. bendr.
grūstis 2 grūs-ti-s grūstis; vksm. bendr. sngr.
gudrauti 1 gudr-au-ti gudrauti; vksm. bendr.
gulėt 2 gul-ė-t gulėti; vksm. bendr.
gulėti 2 gul-ė-ti gulėti; vksm. bendr.
gulti 1 gul-ti gulti; vksm. bendr.
gultis 3 gul-ti-s gultis; vksm. bendr. sngr.
guostis 1 guos-ti-s guostis; vksm. bendr. sngr.
gvildenti 1 gvild-en-ti gvildenti; vksm. bendr.
identifikuoti 2 identifik-uo-ti identifikuoti; vksm. bendr.
identifikuotis 2 identifik-uo-ti-s identifikuotis; vksm. bendr. sngr.
įdėt 4 į-dė-t įdėti; vksm. bendr.
įdėti 7 į-dė-ti įdėti; vksm. bendr.
įdiegti 9 į-dieg-ti įdiegti; vksm. bendr.
įdirbti 1 į-dirb-ti įdirbti; vksm. bendr.
įduoti 1 į-duo-ti įduoti; vksm. bendr.
įeit 1 į-ei-t įeiti; vksm. bendr.
įeiti 11 į-ei-ti įeiti; vksm. bendr.
ieškot 6 iešk-o-t ieškoti; vksm. bendr.
ieškoti 38 iešk-o-ti ieškoti; vksm. bendr.
ieškotis 2 iešk-o-ti-s ieškotis; vksm. bendr. sngr.
įforminti 1 į-form-in-ti įforminti; vksm. bendr.
įgalioti 7 į-gal-io-ti įgalioti; vksm. bendr.
įgauti 3 į-gau-ti įgauti; vksm. bendr.
įgelti 1 į-gel-ti įgelti; vksm. bendr.
įgyti 10 į-gy-ti įgyti; vksm. bendr.
įgyvendint 1 į-gy-v-en-din-t įgyvendinti; vksm. bendr.
įgyvendinti 40 į-gy-v-en-din-ti įgyvendinti; vksm. bendr.
ignoruoti 2 ignor-uo-ti ignoruoti; vksm. bendr.
įgristi 1 į-gris-ti įgristi; vksm. bendr.
įgrūst 1 į-grūs-t įgrūsti; vksm. bendr.
įjungt 3 į-jung-t įjungti; vksm. bendr.
įjungti 2 į-jung-ti įjungti; vksm. bendr.
įkalbinėti 1 į-kalb-inė-ti įkalbinėti; vksm. bendr.
19
įkasti 1 į-kas-ti įkasti; vksm. bendr.
įkirsti 1 į-kirs-ti įkirsti; vksm. bendr.
įklimpt 1 į-klimp-t įklimpti; vksm. bendr.
įkopti 1 į-kop-ti įkopti; vksm. bendr.
įkūnyti 1 į-kūn-y-ti įkūnyti; vksm. bendr.
įkurti 7 į-kur-ti įkurti; vksm. bendr.
įkvėpti 4 į-kvėp-ti įkvėpti; vksm. bendr.
įlašinti 1 į-laš-in-ti įlašinti; vksm. bendr.
įleisti 1 į-leis-ti įleisti; vksm. bendr.
ilgėti 1 ilg-ė-ti ilgėti; vksm. bendr.
ilgėtis 1 ilg-ė-ti-s ilgėtis; vksm. bendr. sngr.
įlipti 1 į-lip-ti įlipti; vksm. bendr.
įlįst 1 į-lįs-t įlįsti; vksm. bendr.
ilsėtis 2 ils-ė-ti-s ilsėtis; vksm. bendr. sngr.
įmaišyti 1 į-maiš-y-ti įmaišyti; vksm. bendr.
imituoti 1 imit-uo-ti imituoti; vksm. bendr.
importuoti 1 import-uo-ti importuoti; vksm. bendr.
imt 2 im-t imti; vksm. bendr.
imti 15 im-ti imti; vksm. bendr.
imtis 25 im-ti-s imtis; vksm. bendr. sngr.
įmūryti 1 į-mūr-y-ti įmūryti; vksm. bendr.
indoktrinuoti 2 indoktrin-uo-ti indoktrinuoti; vksm. bendr.
indukuoti 1 induk-uo-ti indukuoti; vksm. bendr.
įnešti 2 į-neš-ti įnešti; vksm. bendr.
informuoti 6 inform-uo-ti informuoti; vksm. bendr.
inicijuoti 1 inicij-uo-ti inicijuoti; vksm. bendr.
inspektuot 1 inspekt-uo-t inspektuoti; vksm. bendr.
instaliuot 1 instal-iuo-t instaliuoti; vksm. bendr.
instruktuoti 1 instrukt-uo-ti instruktuoti; vksm. bendr.
integruoti 1 integr-uo-ti integruoti; vksm. bendr.
integruotis 3 integr-uo-ti-s integruotis; vksm. bendr. sngr.
interpretuoti 2 interpret-uo-ti interpretuoti; vksm. bendr.
introdukuoti 1 introduk-uo-ti introdukuoti; vksm. bendr.
investuoti 3 invest-uo-ti investuoti; vksm. bendr.
įpainioti 1 į-pain-io-ti įpainioti; vksm. bendr.
įpakuoti 2 į-pak-uo-ti įpakuoti; vksm. bendr.
įpareigoti 1 į-par-ei-g-o-ti įpareigoti; vksm. bendr.
įpirkti 1 į-pirk-ti įpirkti; vksm. bendr.
įpiršti 1 į-pirš-ti įpiršti; vksm. bendr.
įpresuoti 1 į-pres-uo-ti įpresuoti; vksm. bendr.
įrašinėti 3 į-raš-inė-ti įrašinėti; vksm. bendr.
įrašyt 4 į-raš-y-t įrašyti; vksm. bendr.
20
įrašyti 19 į-raš-y-ti įrašyti; vksm. bendr.
įrengti 22 į-reng-ti įrengti; vksm. bendr.
irkluot 1 ir-kl-uo-t irkluoti; vksm. bendr.
įrodinėti 3 į-rod-inė-ti įrodinėti; vksm. bendr.
įrodyti 7 į-rod-y-ti įrodyti; vksm. bendr.
ironizuoti 2 iron-iz-uo-ti ironizuoti; vksm. bendr.
irt 1 ir-t irti; vksm. bendr.
irti 2 ir-ti irti; vksm. bendr.
irtis 1 ir-ti-s irtis; vksm. bendr. sngr.
įsėti 1 į-sė-ti įsėti; vksm. bendr.
įsidarbinti 1 į-si-darb-in-ti įsidarbinti; vksm. bendr. sngr.
įsidėmėti 1 į-si-dėm-ė-ti įsidėmėti; vksm. bendr. sngr.
įsigilint 1 į-si-gil-in-t įsigilinti; vksm. bendr. sngr.
įsigilinti 4 į-si-gil-in-ti įsigilinti; vksm. bendr. sngr.
įsigyti 24 į-si-gy-ti įsigyti; vksm. bendr. sngr.
įsijausti 3 į-si-jaus-ti įsijausti; vksm. bendr. sngr.
įsijungt 2 į-si-jung-t įsijungti; vksm. bendr. sngr.
įsijungti 3 į-si-jung-ti įsijungti; vksm. bendr. sngr.
įsikišti 2 į-si-kiš-ti įsikišti; vksm. bendr. sngr.
įsiklausyti 4 į-si-klaus-y-ti įsiklausyti; vksm. bendr. sngr.
įsikurti 1 į-si-kur-ti įsikurti; vksm. bendr. sngr.
įsileisti 1 į-si-leis-ti įsileisti; vksm. bendr. sngr.
įsiliepsnoti 1 į-si-liepsn-o-ti įsiliepsnoti; vksm. bendr. sngr.
įsilieti 1 į-si-lie-ti įsilieti; vksm. bendr. sngr.
įsilieti 1 į-si-lie-ti įsilieti; vksm. bendr. sngr.
įsimesti 1 į-si-mes-ti įsimesti; vksm. bendr. sngr.
įsiminti 5 į-si-min-ti įsiminti; vksm. bendr. sngr.
įsirašyti 1 į-si-raš-y-ti įsirašyti; vksm. bendr. sngr.
įsirengti 4 į-si-reng-ti įsirengti; vksm. bendr. sngr.
įsiropšti 1 į-si-ropš-ti įsiropšti; vksm. bendr. sngr.
įsisąmoninti 1 į-si-są-mon-in-ti įsisąmoninti; vksm. bendr. sngr.
įsisavinti 2 į-si-sav-in-ti įsisavinti; vksm. bendr. sngr.
įsistebeilyti 1 į-si-steb-eily-ti įsistebeilyti; vksm. bendr. sngr.
įsitaisyti 1 į-si-tais-y-ti įsitaisyti; vksm. bendr. sngr.
įsiteikti 1 į-si-teik-ti įsiteikti; vksm. bendr. sngr.
įsiterpti 1 į-si-terp-ti įsiterpti; vksm. bendr. sngr.
įsitikinti 7 į-si-tik-in-ti įsitikinti; vksm. bendr. sngr.
įsitraukti 3 į-si-trauk-ti įsitraukti; vksm. bendr. sngr.
įsitverti 1 į-si-tver-ti įsitverti; vksm. bendr. sngr.
įsitvirtinti 2 į-si-tvirt-in-ti įsitvirtinti; vksm. bendr. sngr.
įsivaizduot 3 į-si-vaizd-uo-t įsivaizduoti; vksm. bendr. sngr.
įsivaizduoti 18 į-si-vaizd-uo-ti įsivaizduoti; vksm. bendr. sngr.
21
įsivaryti 1 į-si-var-y-ti įsivaryti; vksm. bendr. sngr.
įsivežti 1 į-si-vež-ti įsivežti; vksm. bendr. sngr.
įsivyrauti 1 į-si-vyr-au-ti įsivyrauti; vksm. bendr. sngr.
įsižiūrėti 1 į-si-žiūr-ė-ti įsižiūrėti; vksm. bendr. sngr.
įskaičiuoti 4 į-skaič-iuo-ti įskaičiuoti; vksm. bendr.
įskristi 1 į-skris-ti įskristi; vksm. bendr.
įspėti 8 į-spė-ti įspėti; vksm. bendr.
įstatyt 1 į-stat-y-t įstatyti; vksm. bendr.
įsteigti 3 į-steig-ti įsteigti; vksm. bendr.
įstoti 6 į-sto-ti įstoti; vksm. bendr.
įstumti 1 į-stum-ti įstumti; vksm. bendr.
išaiškint 2 iš-aišk-in-t išaiškinti; vksm. bendr.
išaiškinti 15 iš-aišk-in-ti išaiškinti; vksm. bendr.
įšaldyti 1 į-šal-dy-ti įšaldyti; vksm. bendr.
išanalizuoti 1 iš-analiz-uo-ti išanalizuoti; vksm. bendr.
išardyti 1 iš-ar-d-y-ti išardyti; vksm. bendr.
išauginti 4 iš-aug-in-ti išauginti; vksm. bendr.
išaugti 1 iš-aug-ti išaugti; vksm. bendr.
išbaidyti 1 iš-baid-y-ti išbaidyti; vksm. bendr.
išbandyt 1 iš-band-y-t išbandyti; vksm. bendr.
išberti 3 iš-ber-ti išberti; vksm. bendr.
išblėsti 1 iš-blės-ti išblėsti; vksm. bendr.
išbrėžti 1 iš-brėž-ti išbrėžti; vksm. bendr.
išbristi 2 iš-bris-ti išbristi; vksm. bendr.
išdaužti 1 iš-dauž-ti išdaužti; vksm. bendr.
išdėstyti 2 iš-dė-sty-ti išdėstyti; vksm. bendr.
išdezinfekuoti 1 iš-dezinfek-uo-ti išdezinfekuoti; vksm. bendr.
išdirbt 1 iš-dirb-t išdirbti; vksm. bendr.
išdygt 1 iš-dyg-t išdygti; vksm. bendr.
išduoti 1 iš-duo-ti išduoti; vksm. bendr.
išdžiovinti 2 iš-džiov-in-ti išdžiovinti; vksm. bendr.
išdžiūt 1 iš-džiū-t išdžiūti; vksm. bendr.
išeit 6 iš-ei-t išeiti; vksm. bendr.
išeiti 24 iš-ei-ti išeiti; vksm. bendr.
išgarinti 1 iš-gar-in-ti išgarinti; vksm. bendr.
išgarsėti 1 iš-gar-s-ė-ti išgarsėti; vksm. bendr.
išgąsdinti 2 iš-gąs-din-ti išgąsdinti; vksm. bendr.
išgaudyti 1 iš-gau-dy-ti išgaudyti; vksm. bendr.
išgauti 4 iš-gau-ti išgauti; vksm. bendr.
išgelbėt 1 iš-gelb-ė-t išgelbėti; vksm. bendr.
išgelbėti 9 iš-gelb-ė-ti išgelbėti; vksm. bendr.
išgert 2 iš-ger-t išgerti; vksm. bendr.
22
išgerti 9 iš-ger-ti išgerti; vksm. bendr.
išgirsti 10 iš-girs-ti išgirsti; vksm. bendr.
išgydyti 1 iš-gy-dy-ti išgydyti; vksm. bendr.
išgyti 2 iš-gy-ti išgyti; vksm. bendr.
išgyventi 5 iš-gy-v-en-ti išgyventi; vksm. bendr.
išgręžti 2 iš-gręž-ti išgręžti; vksm. bendr.
išgryninti 1 iš-gryn-in-ti išgryninti; vksm. bendr.
išguiti 1 iš-gui-ti išguiti; vksm. bendr.
išieškoti 1 iš-iešk-o-ti išieškoti; vksm. bendr.
išimti 3 iš-im-ti išimti; vksm. bendr.
iširti 2 iš-ir-ti iširti; vksm. bendr.
išjudinti 1 iš-jud-in-ti išjudinti; vksm. bendr.
išjungt 3 iš-jung-t išjungti; vksm. bendr.
išjungti 3 iš-jung-ti išjungti; vksm. bendr.
iškalt 1 iš-kal-t iškalti; vksm. bendr.
iškapoti 1 iš-kap-o-ti iškapoti; vksm. bendr.
iškasti 1 iš-kas-ti iškasti; vksm. bendr.
iškeldinti 2 iš-kel-din-ti iškeldinti; vksm. bendr.
iškelti 8 iš-kel-ti iškelti; vksm. bendr.
iškept 1 iš-kep-t iškepti; vksm. bendr.
iškepti 2 iš-kep-ti iškepti; vksm. bendr.
iškęsti 2 iš-kęs-ti iškęsti; vksm. bendr.
iškilti 3 iš-kil-ti iškilti; vksm. bendr.
iškirpt 1 iš-kirp-t iškirpti; vksm. bendr.
iškirpti 2 iš-kirp-ti iškirpti; vksm. bendr.
iškirsti 1 iš-kirs-ti iškirsti; vksm. bendr.
išklausyti 12 iš-klaus-y-ti išklausyti; vksm. bendr.
iškloti 1 iš-klo-ti iškloti; vksm. bendr.
iškočiot 3 iš-koč-io-t iškočioti; vksm. bendr.
iškopti 1 iš-kop-ti iškopti; vksm. bendr.
iškovoti 3 iš-kov-o-ti iškovoti; vksm. bendr.
iškratyti 1 iš-krat-y-ti iškratyti; vksm. bendr.
iškrėsti 1 iš-krės-ti iškrėsti; vksm. bendr.
iškuopti 1 iš-kuop-ti iškuopti; vksm. bendr.
iškvėpti 1 iš-kvėp-ti iškvėpti; vksm. bendr.
iškviesti 2 iš-kvies-ti iškviesti; vksm. bendr.
išlaikyt 2 iš-laik-y-t išlaikyti; vksm. bendr.
išlaikyti 28 iš-laik-y-ti išlaikyti; vksm. bendr.
išlankstyti 1 iš-lank-sty-ti išlankstyti; vksm. bendr.
išleist 2 iš-leis-t išleisti; vksm. bendr.
išleisti 14 iš-leis-ti išleisti; vksm. bendr.
išlementi 1 iš-lem-en-ti išlementi; vksm. bendr.
23
išlieti 2 iš-lie-ti išlieti; vksm. bendr.
išlikt 1 iš-lik-t išlikti; vksm. bendr.
išlikti 11 iš-lik-ti išlikti; vksm. bendr.
išlipt 1 iš-lip-t išlipti; vksm. bendr.
išlipti 2 iš-lip-ti išlipti; vksm. bendr.
išlukštenti 1 iš-lukšt-en-ti išlukštenti; vksm. bendr.
išmainyti 2 iš-main-y-ti išmainyti; vksm. bendr.
išmaitinti 2 iš-mait-in-ti išmaitinti; vksm. bendr.
išmaldauti 1 iš-mald-au-ti išmaldauti; vksm. bendr.
išmaudyti 1 iš-maud-y-ti išmaudyti; vksm. bendr.
išmėginti 1 iš-mėg-in-ti išmėginti; vksm. bendr.
išmest 3 iš-mes-t išmesti; vksm. bendr.
išmesti 5 iš-mes-ti išmesti; vksm. bendr.
išmėžt 1 iš-mėž-t išmėžti; vksm. bendr.
išmiegoti 1 iš-mieg-o-ti išmiegoti; vksm. bendr.
išmokėti 3 iš-mok-ė-ti išmokėti; vksm. bendr.
išmokyti 4 iš-mok-y-ti išmokyti; vksm. bendr.
išmokt 1 iš-mok-t išmokti; vksm. bendr.
išmokti 26 iš-mok-ti išmokti; vksm. bendr.
išmušt 1 iš-muš-t išmušti; vksm. bendr.
išmušti 3 iš-muš-ti išmušti; vksm. bendr.
išnagrinėti 9 iš-nagr-inė-ti išnagrinėti; vksm. bendr.
išnaikinti 1 iš-naik-in-ti išnaikinti; vksm. bendr.
išnaudoti 2 iš-naud-o-ti išnaudoti; vksm. bendr.
išnerti 1 iš-ner-ti išnerti; vksm. bendr.
išnešt 1 iš-neš-t išnešti; vksm. bendr.
išnešti 2 iš-neš-ti išnešti; vksm. bendr.
išniekinti 1 iš-niek-in-ti išniekinti; vksm. bendr.
išnykti 4 iš-nyk-ti išnykti; vksm. bendr.
išnuodyti 1 iš-nuod-y-ti išnuodyti; vksm. bendr.
išoperuoti 1 iš-oper-uo-ti išoperuoti; vksm. bendr.
išpardavinėti 1 iš-par-dav-inė-ti išpardavinėti; vksm. bendr.
išparduoti 2 iš-par-duo-ti išparduoti; vksm. bendr.
išperti 1 iš-per-ti išperti; vksm. bendr.
išpildyti 1 iš-pild-y-ti išpildyti; vksm. bendr.
išpirkti 1 iš-pirk-ti išpirkti; vksm. bendr.
išpjauti 1 iš-pjau-ti išpjauti; vksm. bendr.
išplakt 4 iš-plak-t išplakti; vksm. bendr.
išplaukti 4 iš-plauk-ti išplaukti; vksm. bendr.
išplauti 1 iš-plau-ti išplauti; vksm. bendr.
išplėsti 5 iš-plės-ti išplėsti; vksm. bendr.
išplėšti 2 iš-plėš-ti išplėšti; vksm. bendr.
24
išplėtoti 2 iš-plėt-o-ti išplėtoti; vksm. bendr.
išplisti 3 iš-plis-ti išplisti; vksm. bendr.
išpresuoti 1 iš-pres-uo-ti išpresuoti; vksm. bendr.
išprotėti 1 iš-prot-ė-ti išprotėti; vksm. bendr.
išprovokuoti 3 iš-provok-uo-ti išprovokuoti; vksm. bendr.
išpūsti 1 iš-pūs-ti išpūsti; vksm. bendr.
išrasti 1 iš-ras-ti išrasti; vksm. bendr.
išrašyt 1 iš-raš-y-t išrašyti; vksm. bendr.
išrašyti 1 iš-raš-y-ti išrašyti; vksm. bendr.
išrauti 3 iš-rau-ti išrauti; vksm. bendr.
išreikalauti 2 iš-reik-al-au-ti išreikalauti; vksm. bendr.
išreikšti 15 iš-reikš-ti išreikšti; vksm. bendr.
išrengti 1 iš-reng-ti išrengti; vksm. bendr.
išrinkti 3 iš-rink-ti išrinkti; vksm. bendr.
išryškėti 1 iš-ryšk-ė-ti išryškėti; vksm. bendr.
išryškinti 2 iš-ryšk-in-ti išryškinti; vksm. bendr.
išsakyti 1 iš-sak-y-ti išsakyti; vksm. bendr.
išsaugoti 29 iš-saug-o-ti išsaugoti; vksm. bendr.
išsiaiškinti 24 iš-si-aišk-in-ti išsiaiškinti; vksm. bendr. sngr.
išsiderėti 1 iš-si-der-ė-ti išsiderėti; vksm. bendr. sngr.
išsiduoti 1 iš-si-duo-ti išsiduoti; vksm. bendr. sngr.
išsigabenti 1 iš-si-gab-en-ti išsigabenti; vksm. bendr. sngr.
išsigąsti 1 iš-si-gąs-ti išsigąsti; vksm. bendr. sngr.
išsigelbėti 1 iš-si-gelb-ė-ti išsigelbėti; vksm. bendr. sngr.
išsigydyti 2 iš-si-gy-dy-ti išsigydyti; vksm. bendr. sngr.
išsigryninti 1 iš-si-gryn-in-ti išsigryninti; vksm. bendr. sngr.
išsikapanoti 1 iš-si-kap-an-o-ti išsikapanoti; vksm. bendr. sngr.
išsikapstyti 1 iš-si-kap-sty-ti išsikapstyti; vksm. bendr. sngr.
išsikelti 2 iš-si-kel-ti išsikelti; vksm. bendr. sngr.
išsikinkyti 1 iš-si-kink-y-ti išsikinkyti; vksm. bendr. sngr.
išsikviesti 2 iš-si-kvies-ti išsikviesti; vksm. bendr. sngr.
išsilaikyti 4 iš-si-laik-y-ti išsilaikyti; vksm. bendr. sngr.
išsilygint 1 iš-si-lyg-in-t išsilyginti; vksm. bendr. sngr.
išsimaudyti 4 iš-si-maud-y-ti išsimaudyti; vksm. bendr. sngr.
išsimiegoti 2 iš-si-mieg-o-ti išsimiegoti; vksm. bendr. sngr.
išsinarplioti 1 iš-si-narp-lio-ti išsinarplioti; vksm. bendr. sngr.
išsinuomoti 2 iš-si-nuom-o-ti išsinuomoti; vksm. bendr. sngr.
išsipardavinėt 1 iš-si-par-dav-inė-t išsipardavinėti; vksm. bendr. sngr.
išsiparduoti 1 iš-si-par-duo-ti išsiparduoti; vksm. bendr. sngr.
išsipasakot 1 iš-si-pa-sak-o-t išsipasakoti; vksm. bendr. sngr.
išsipasakoti 1 iš-si-pa-sak-o-ti išsipasakoti; vksm. bendr. sngr.
išsipirkti 3 iš-si-pirk-ti išsipirkti; vksm. bendr. sngr.
25
išsipuošti 1 iš-si-puoš-ti išsipuošti; vksm. bendr. sngr.
išsirašyti 1 iš-si-raš-y-ti išsirašyti; vksm. bendr. sngr.
išsirengti 1 iš-si-reng-ti išsirengti; vksm. bendr. sngr.
išsirinkti 8 iš-si-rink-ti išsirinkti; vksm. bendr. sngr.
išsiskalbti 1 iš-si-skalb-ti išsiskalbti; vksm. bendr. sngr.
išsiskirstyti 2 iš-si-skir-sty-ti išsiskirstyti; vksm. bendr. sngr.
išsiskirti 4 iš-si-skir-ti išsiskirti; vksm. bendr. sngr.
išsistudijuot 1 iš-si-studij-uo-t išsistudijuoti; vksm. bendr. sngr.
išsisukti 5 iš-si-suk-ti išsisukti; vksm. bendr. sngr.
išsišokti 1 iš-si-šok-ti išsišokti; vksm. bendr. sngr.
išsitekti 1 iš-si-tek-ti išsitekti; vksm. bendr. sngr.
išsitiesint 1 iš-si-ties-in-t išsitiesinti; vksm. bendr. sngr.
